doctor,patients_treated,total_appointments,avg_billing,no_shows
Mark Morgan,1,0,3241.62,
Mark Morgan Jr.,1,0,40761.39,
Mark Morris,1,0,45300.04,
Mark Morrow,1,0,35043.13,
Mark Mueller,1,0,2774.99,
Mark Mullins,1,0,16578.64,
Mark Murphy,1,0,30516.37,
Mark Murray,2,0,48160.21,
Mark Neal,2,0,8981.85,
Mark Nelson,2,0,32363.02,
Mark Newman,1,0,44663.03,
Mark Newton,1,0,33614.9,
Mark Nichols DDS,1,0,34088.25,
Mark Olsen,1,0,39281.5,
Mark Olson,1,0,11388.94,
Mark Oneal,1,0,25073.06,
Mark Orr,1,0,11329.06,
Mark Owens,1,0,25361.95,
Mark Pacheco,1,0,31416.85,
Mark Padilla,1,0,29850.88,
Mark Parker,1,0,12317.52,
Mark Parks,1,0,19694.05,
Mark Parrish,1,0,18149.84,
Mark Patel,1,0,28590.6,
Mark Patrick,1,0,21344.83,
Mark Paul,1,0,20798.4,
Mark Perez,1,0,1487.95,
Mark Perry,1,0,36201.84,
Mark Pierce,1,0,48424.58,
Mark Pittman,1,0,43075.25,
Mark Potts,1,0,5956.23,
Mark Powell,2,0,10276.27,
Mark Price,1,0,30670.55,
Mark Pruitt,1,0,49381.07,
Mark Ramirez,2,0,16542.13,
Mark Ramos,2,0,7492.42,
Mark Ray,1,0,36149.58,
Mark Reed,1,0,49560.29,
Mark Reyes,1,0,8034.42,
Mark Robinson,1,0,38426.23,
Mark Rodgers,1,0,40363.63,
Mark Rodriguez,2,0,12691.73,
Mark Rogers,1,0,27346.01,
Mark Rosales,1,0,48181.58,
Mark Rosario,1,0,38805.81,
Mark Rubio,1,0,41750.87,
Mark Ruiz,1,0,25229.69,
Mark Sanchez,1,0,12766.36,
Mark Sanders,1,0,2712.35,
Mark Sandoval,1,0,47273.82,
Mark Santana,1,0,9806.37,
Mark Savage,2,0,31517.58,
Mark Schmitt,1,0,13117.26,
Mark Sellers,1,0,6221.45,
Mark Shea,1,0,16241.06,
Mark Shepard,1,0,28263.54,
Mark Simmons,2,0,32937.82,
Mark Singleton,1,0,42688.93,
Mark Smith,9,0,18353.88,
Mark Sosa,1,0,10301.37,
Mark Stevenson,1,0,12057.08,
Mark Stout,1,0,22085.19,
Mark Taylor,3,0,23591.49,
Mark Terrell,1,0,44247.5,
Mark Thomas,1,0,13781.52,
Mark Thompson,2,0,35779.42,
Mark Todd,1,0,49805.14,
Mark Trevino,1,0,15603.04,
Mark Tucker,1,0,46410.97,
Mark Turner,1,0,40197.15,
Mark Vasquez,1,0,48505.11,
Mark Vaughan,1,0,18905.51,
Mark Vazquez,1,0,43654.17,
Mark Vega,1,0,27233.52,
Mark Walker,1,0,2858.89,
Mark Wallace,1,0,9736.46,
Mark Walls,1,0,36611.23,
Mark Walsh,1,0,19322.25,
Mark Walters,1,0,15102.28,
Mark Walton,2,0,2084.62,
Mark Watson,3,0,13172.96,
Mark Watts,2,0,40870.89,
Mark Weber,2,0,26819.06,
Mark Wells,1,0,41135.17,
Mark West,2,0,9560.39,
Mark Wheeler,1,0,31015.06,
Mark White,3,0,46908.1,
Mark Williams,6,0,23218.8,
Mark Williamson,1,0,36946.6,
Mark Wise,1,0,39156.1,
Mark Wood,3,0,35835.82,
Mark Woodard,2,0,41955.29,
Mark Woods,1,0,12352.98,
Mark Wright,2,0,34222.12,
Mark York,1,0,35470.07,
Mark Young,2,0,39781.39,
Mark Zamora,2,0,19660.08,
Martha Anderson,1,0,10537.33,
Martha Bailey,1,0,15537.99,
Martha Banks,1,0,21988.53,
Martha Cardenas,1,0,48963.54,
Martha Duarte,1,0,18893.04,
Martha Edwards,1,0,47985.81,
Martha Ferrell,1,0,39639.7,
Martha Gomez,1,0,5278.64,
Martha Graham,1,0,17670.51,
Martha Harris,1,0,41699.69,
Martha Harrison,1,0,12636.54,
Martha Haynes,1,0,21709.1,
Martha Hill,1,0,16476.3,
Martha Howard,1,0,2098.36,
Martha James,1,0,3214.29,
Martha Johnson,2,0,21498.53,
Martha Lee,2,0,48831.45,
Martha Mills,1,0,41846.14,
Martha Ortiz,1,0,14642.33,
Martha Palmer,1,0,33004.57,
Martha Potts,1,0,16030.83,
Martha Ray,2,0,41845.7,
Martha Riddle,1,0,31296.01,
Martha Rivera,1,0,21343.75,
Martha Roberts,1,0,47498.17,
Martha Robinson,2,0,47809.98,
Martha Skinner,1,0,39885.88,
Martha Smith,2,0,32509.57,
Martha Thompson,1,0,26919.82,
Martha Walton,1,0,26188.65,
Martha Weaver,1,0,50118.08,
Martha Wiley,2,0,8191.27,
Martin Anderson,4,0,20906.24,
Martin Arnold,1,0,9829.92,
Martin Baker,2,0,35214.98,
Martin Barrett,1,0,26154.78,
Martin Bond,1,0,41138.43,
Martin Brown,1,0,46587.0,
Martin Contreras,1,0,36976.43,
Martin Conway,1,0,29836.72,
Martin Craig,1,0,30709.19,
Martin Cuevas,1,0,14542.93,
Martin Daniels,2,0,46362.96,
Martin Dominguez,1,0,6267.54,
Martin Fields,1,0,34755.14,
Martin Herring,1,0,41158.26,
Martin Hunter,1,0,8377.21,
Martin Lee,1,0,19680.7,
Martin Lynch,1,0,5415.28,
Martin Moses,1,0,29283.66,
Martin Murray,1,0,26098.12,
Martin Nguyen,1,0,23968.3,
Martin Payne,1,0,22278.32,
Martin Rice,1,0,18190.18,
Martin Roberson,1,0,44705.77,
Martin Saunders,1,0,15514.57,
Martin Simon,1,0,5318.29,
Martin Smith,1,0,31501.72,
Martin Sutton,1,0,20254.36,
Martin Thornton,1,0,19686.06,
Martin Torres,1,0,32484.93,
Martin Tran,1,0,45897.77,
Martin Ward,1,0,2970.25,
Martin Wilson,1,0,30409.01,
Martin Young,1,0,41741.23,
Marvin Allen,1,0,38856.18,
Marvin Alvarado,1,0,41696.01,
Marvin Atkinson,1,0,33292.36,
Marvin Butler,1,0,34591.07,
Marvin Davis,1,0,23260.4,
Marvin Delacruz,1,0,19796.7,
Marvin Farley,2,0,31868.01,
Marvin Franklin,1,0,41149.88,
Marvin Guerrero,1,0,22433.63,
Marvin Harris,2,0,15711.0,
Marvin Hartman,1,0,41594.16,
Marvin Howell,1,0,27801.1,
Marvin Krueger Jr.,1,0,16251.82,
Marvin Lynch,1,0,16111.99,
Marvin Nelson,1,0,20083.54,
Marvin Owen,1,0,33483.36,
Marvin Rogers,1,0,1428.22,
Marvin Sanchez,1,0,32253.64,
Marvin Smith,1,0,26415.09,
Marvin Wagner,1,0,4427.77,
Marvin Wolfe,1,0,11605.19,
Mary Ali,1,0,47793.83,
Mary Allen,1,0,30363.09,
Mary Allison,1,0,4436.08,
Mary Alvarado,1,0,43747.89,
Mary Alvarez,1,0,6285.91,
Mary Anderson,6,0,33877.89,
Mary Archer,1,0,43963.14,
Mary Arias,1,0,41313.2,
Mary Armstrong,1,0,21377.0,
Mary Arnold,4,0,31065.3,
Mary Ayers,1,0,7575.13,
Mary Baker,3,0,36099.08,
Mary Ball,1,0,42342.41,
Mary Banks,2,0,26290.62,
Mary Barnes,2,0,34867.09,
Mary Bartlett,1,0,34934.29,
Mary Bates,1,0,33252.23,
Mary Bautista,1,0,6247.76,
Mary Beck,1,0,45738.93,
Mary Becker,2,0,31215.05,
Mary Bell,2,0,23747.49,
Mary Benjamin,1,0,8160.88,
Mary Berry,1,0,5514.17,
Mary Black,2,0,38187.91,
Mary Blankenship,1,0,48716.31,
Mary Bond,1,0,6493.76,
Mary Boyer,1,0,30326.37,
Mary Brady,1,0,48995.88,
Mary Branch,3,0,25720.95,
Mary Brewer,1,0,23164.69,
Mary Bridges,1,0,17662.63,
Mary Brock,1,0,20444.33,
Mary Brown,11,0,28567.7,
Mary Buchanan,1,0,41311.64,
Mary Bullock,1,0,1776.24,
Mary Burch,2,0,24094.7,
Mary Burke,1,0,48381.47,
Mary Burton,1,0,17598.22,
Mary Butler,2,0,18255.3,
Mary Calderon,1,0,5613.1,
Mary Campbell,1,0,12959.06,
Mary Carter,2,0,26249.61,
Mary Christian,1,0,25647.93,
Mary Clark,3,0,26038.6,
Mary Clarke,1,0,39656.95,
Mary Clayton,1,0,46985.31,
Mary Cobb,1,0,2493.2,
Mary Cochran,1,0,19572.52,
Mary Coleman,1,0,12447.26,
Mary Combs,2,0,46411.21,
Mary Cook,1,0,34843.91,
Mary Cooper,2,0,42997.53,
Mary Cordova,1,0,11897.38,
Mary Cox,2,0,2795.35,
Mary Cruz,1,0,44155.2,
Mary Dalton,1,0,10607.36,
Mary Daniel DDS,2,0,4574.87,
Mary Davenport,2,0,37776.65,
Mary David,1,0,25590.03,
Mary Davis,2,0,23435.06,
Mary Day,2,0,32243.3,
Mary Dean,1,0,35549.52,
Mary Dennis,1,0,32396.9,
Mary Dixon,2,0,36161.12,
Mary Drake,1,0,35041.03,
Mary Duffy,1,0,18402.15,
Mary Duran,1,0,7235.17,
Mary Edwards,3,0,28252.05,
Mary Ellis,2,0,39538.02,
Mary Ellison,1,0,48924.34,
Mary Escobar,1,0,41523.42,
Mary Evans,1,0,40445.34,
Mary Ewing,2,0,25732.24,
Mary Farrell,2,0,28077.09,
Mary Fernandez,1,0,14381.78,
Mary Fisher,1,0,42592.81,
Mary Fletcher,1,0,18300.93,
Mary Franco,1,0,37093.46,
Mary Gallagher,1,0,19542.91,
Mary Gallagher MD,1,0,28118.44,
Mary Garcia,2,0,21128.47,
Mary Garza,1,0,46840.91,
Mary George,1,0,37965.25,
Mary Gilbert,1,0,43993.1,
Mary Gonzales,2,0,2979.98,
Mary Gordon,1,0,17869.43,
Mary Graham,2,0,2198.37,
Mary Grant,2,0,26185.0,
Mary Green,2,0,28421.13,
Mary Greer,1,0,41632.89,
Mary Gregory,2,0,30979.55,
Mary Griffith,1,0,49153.34,
Mary Guerrero,1,0,11438.49,
Mary Gutierrez,1,0,40124.39,
Mary Guzman,1,0,41044.74,
Mary Hall,3,0,20479.47,
Mary Hamilton,1,0,22305.22,
Mary Harper,1,0,10674.47,
Mary Harris,4,0,20723.47,
Mary Hart,2,0,15107.33,
Mary Harvey,1,0,10631.42,
Mary Hayes,1,0,23456.71,
Mary Henry,2,0,39207.92,
Mary Hernandez,1,0,45970.32,
Mary Herrera,1,0,43590.81,
Mary Hoffman,1,0,7834.98,
Mary Hood,1,0,33025.95,
Mary Hooper,1,0,20632.02,
Mary Hopkins,1,0,26376.57,
Mary Horn,1,0,25959.15,
Mary Howe,1,0,20006.85,
Mary Howell MD,1,0,2340.61,
Mary Huber,1,0,41891.21,
Mary Hudson,1,0,6129.3,
Mary Huffman,2,0,33492.64,
Mary Hunt,2,0,27257.53,
Mary Hutchinson,2,0,35404.12,
Mary Jackson,3,0,22888.51,
Mary Jacobs,2,0,33058.86,
Mary James,1,0,29680.85,
Mary Jefferson,1,0,3776.34,
Mary Johnson,5,0,23761.71,
Mary Jones,6,0,31084.13,
Mary Kaiser,1,0,46686.55,
Mary Kelly,1,0,25110.01,
Mary Kerr,1,0,20526.19,
Mary Kidd,1,0,29477.09,
Mary Kim,1,0,38470.69,
Mary King,5,0,23369.9,
Mary Kirby,1,0,3380.31,
Mary Knight,1,0,34960.62,
Mary Lam,1,0,6688.41,
Mary Lane,1,0,36964.89,
Mary Lee,3,0,21939.19,
Mary Lewis,4,0,27164.62,
Mary Liu,1,0,7138.15,
Mary Logan,1,0,21784.45,
Mary Lopez,3,0,16115.14,
Mary Lowe,2,0,30079.08,
Mary Lyons,2,0,42337.37,
Mary Maldonado,2,0,24101.2,
Mary Manning,1,0,22224.39,
Mary Marshall,1,0,27013.71,
Mary Martinez,1,0,30966.43,
Mary Mason,1,0,3082.35,
Mary Mathis,1,0,3767.64,
Mary Matthews,1,0,13850.96,
Mary May,1,0,3821.25,
Mary Mcdaniel,2,0,42698.07,
Mary Mcguire,4,0,32985.25,
Mary Mckay,1,0,40108.83,
Mary Mckee,1,0,3516.85,
Mary Mckinney,1,0,4783.35,
Mary Mcmahon,1,0,31412.18,
Mary Medina,1,0,21873.16,
Mary Mendez,1,0,38166.18,
Mary Miller,3,0,24122.11,
Mary Montoya,1,0,14978.22,
Mary Moore,5,0,26158.8,
Mary Moreno,2,0,32827.93,
Mary Morgan,1,0,26012.98,
Mary Morris,1,0,20565.42,
Mary Morrison,2,0,43311.63,
Mary Morse,1,0,16790.99,
Mary Morton,1,0,30255.82,
Mary Moss,1,0,14681.02,
Mary Moyer,1,0,4118.28,
Mary Murphy,1,0,37254.25,
Mary Nixon,1,0,30502.97,
Mary Obrien,1,0,3402.67,
Mary Oliver,1,0,19579.33,
Mary Oneal,1,0,15957.94,
Mary Ortiz,1,0,44262.77,
Mary Palmer,1,0,43244.75,
Mary Parker,1,0,36549.62,
Mary Payne,1,0,32252.14,
Mary Perez,2,0,22652.52,
Mary Perry,1,0,13489.46,
Mary Phelps,1,0,37376.49,
Mary Powell,1,0,25685.16,
Mary Powers,1,0,44738.82,
Mary Ramirez,1,0,8971.35,
Mary Ramos,1,0,44030.41,
Mary Ramsey,1,0,24638.62,
Mary Randall,1,0,12473.49,
Mary Rasmussen,3,0,20610.59,
Mary Reed,2,0,17613.97,
Mary Reilly,1,0,35722.31,
Mary Reyes,3,0,38405.94,
Mary Rice,1,0,21300.11,
Mary Richard,2,0,5882.67,
Mary Richards,1,0,18189.55,
Mary Richardson,2,0,44839.3,
Mary Riley,3,0,10054.94,
Mary Robbins,1,0,19183.23,
Mary Robinson,1,0,4131.7,
Mary Rodgers,1,0,47922.93,
Mary Roman,1,0,29473.65,
Mary Rosales,1,0,36128.95,
Mary Rose,2,0,36708.06,
Mary Russell,2,0,27850.95,
Mary Sanchez,2,0,29470.54,
Mary Sandoval,2,0,36500.95,
Mary Santos,1,0,13114.69,
Mary Sawyer,1,0,24416.91,
Mary Schmidt,1,0,20164.71,
Mary Schwartz,1,0,37284.05,
Mary Scott,4,0,24055.67,
Mary Sexton,1,0,33863.05,
Mary Sharp,2,0,13345.71,
Mary Sheppard,1,0,28425.92,
Mary Short,1,0,48521.52,
Mary Simmons,1,0,32161.85,
Mary Smith,12,0,34179.58,
Mary Spencer,1,0,5732.15,
Mary Stein,1,0,28362.91,
Mary Stevens DDS,1,0,24094.71,
Mary Stewart,2,0,6288.67,
Mary Strickland,1,0,33822.96,
Mary Sutton,1,0,50122.82,
Mary Thompson,3,0,19151.58,
Mary Torres,2,0,12226.44,
Mary Trevino,1,0,25355.57,
Mary Turner,1,0,6537.58,
Mary Underwood,2,0,34670.94,
Mary Valentine,1,0,29059.13,
Mary Vargas,3,0,38427.33,
Mary Vargas MD,2,0,29618.89,
Mary Vaughn,2,0,9542.74,
Mary Villa,1,0,10334.96,
Mary Villanueva,1,0,12136.13,
Mary Walker,1,0,46044.82,
Mary Ware,1,0,3115.3,
Mary Warner,1,0,48368.19,
Mary Warren,1,0,33711.88,
Mary Washington,1,0,16246.7,
Mary Watkins,1,0,32418.94,
Mary Watts,1,0,22478.99,
Mary Webster,1,0,5528.43,
Mary Weiss,2,0,48833.26,
Mary Wheeler,1,0,14519.31,
Mary White,3,0,28527.09,
Mary Whitehead,1,0,10760.62,
Mary Williams,6,0,24948.05,
Mary Williams MD,1,0,1819.08,
Mary Williamson,1,0,3633.53,
Mary Wilson,4,0,39958.85,
Mary Wood,1,0,26167.49,
Mary Woods,1,0,31903.29,
Mary Yang,1,0,31312.55,
Mary Yoder,1,0,48521.8,
Mary Zimmerman,1,0,23564.0,
Mason Bell,2,0,40020.6,
Mason Fernandez,1,0,13959.3,
Mason Fuller,1,0,48735.17,
Mason Larson,1,0,24877.74,
Mason Melendez,1,0,39997.42,
Mason Moore,2,0,41937.36,
Mason Nelson,1,0,1186.38,
Mason Potter,1,0,9483.5,
Mason Santana,2,0,48327.05,
Mason Soto,1,0,21508.34,
Mason Thompson,2,0,30146.57,
Mason Turner,1,0,32327.71,
Mason Whitaker,1,0,48682.97,
Mason White,1,0,35426.08,
Mathew Blackburn,1,0,20873.87,
Mathew Carter,1,0,27816.17,
Mathew Espinoza,2,0,23049.47,
Mathew Fleming,1,0,5849.95,
Mathew Frank,1,0,10036.11,
Mathew Hampton,1,0,20943.57,
Mathew Jefferson,1,0,1889.32,
Mathew Nguyen,1,0,35440.77,
Mathew Nunez,1,0,14532.92,
Mathew Ortiz,1,0,15973.53,
Mathew Phillips,1,0,47673.57,
Mathew Rogers,1,0,3988.18,
Mathew Ross,1,0,20118.27,
Mathew Schmidt,1,0,21545.23,
Mathew White,1,0,27840.53,
Mathew Williams,1,0,44401.73,
Matthew Adams,3,0,9463.77,
Matthew Adkins,1,0,7024.98,
Matthew Aguirre,1,0,10014.22,
Matthew Alexander,4,0,10574.12,
Matthew Allen,1,0,14071.25,
Matthew Alvarez,1,0,28399.17,
Matthew Andersen,1,0,39058.93,
Matthew Anderson,4,0,31567.8,
Matthew Andrade,2,0,34623.68,
Matthew Armstrong,2,0,22459.04,
Matthew Arnold,1,0,10576.55,
Matthew Austin,1,0,41676.9,
Matthew Avila,1,0,29525.33,
Matthew Bailey,3,0,32707.18,
Matthew Baker,1,0,7335.45,
Matthew Baldwin,1,0,41077.97,
Matthew Barajas,1,0,1538.81,
Matthew Barker,1,0,28373.45,
Matthew Barnes,6,0,25829.99,
Matthew Barnett,1,0,6163.15,
Matthew Barr,1,0,22497.61,
Matthew Barrett,1,0,39908.53,
Matthew Bauer,1,0,28927.14,
Matthew Baxter,1,0,44213.68,
Matthew Bell,1,0,31113.84,
Matthew Bennett,4,0,20250.76,
Matthew Bernard,1,0,12511.9,
Matthew Black,1,0,4615.83,
Matthew Blackburn,1,0,5353.71,
Matthew Blake,2,0,22247.81,
Matthew Bowers,1,0,16799.77,
Matthew Bradshaw,1,0,26185.22,
Matthew Brewer,3,0,28256.82,
Matthew Brown,8,0,19753.92,
Matthew Buchanan,2,0,24069.44,
Matthew Buckley,1,0,9595.0,
Matthew Burke,1,0,29908.4,
Matthew Burns,1,0,37308.31,
Matthew Butler,1,0,8237.94,
Matthew Cabrera,1,0,41033.7,
Matthew Calderon,1,0,29162.67,
Matthew Caldwell,1,0,9801.3,
Matthew Calhoun,1,0,36135.23,
Matthew Camacho,1,0,8017.88,
Matthew Cameron PhD,1,0,9848.67,
Matthew Campbell,1,0,40586.34,
Matthew Carroll,1,0,23550.68,
Matthew Carter,2,0,37612.07,
Matthew Castillo,1,0,13268.82,
Matthew Chase,1,0,26740.66,
Matthew Chen,1,0,41570.76,
Matthew Clark,3,0,23842.93,
Matthew Clarke,1,0,50756.58,
Matthew Clay,1,0,19489.25,
Matthew Cole,1,0,27801.15,
Matthew Collins,2,0,30988.12,
Matthew Conley,1,0,15207.55,
Matthew Cook,4,0,21340.11,
Matthew Cooper,1,0,5358.33,
Matthew Copeland,1,0,43721.83,
Matthew Crawford,3,0,27988.95,
Matthew Cruz,1,0,957.45,
Matthew Davis,1,0,2155.83,
Matthew Dawson,1,0,6317.97,
Matthew Dean,1,0,11093.34,
Matthew Donaldson,1,0,25496.13,
Matthew Dougherty,2,0,29048.02,
Matthew Doyle,1,0,42864.8,
Matthew Duarte,1,0,13005.22,
Matthew Duffy,2,0,28279.21,
Matthew Duncan,1,0,29923.57,
Matthew Dunlap,1,0,17378.15,
Matthew Duran,1,0,5174.43,
Matthew Edwards,2,0,9104.66,
Matthew Evans,1,0,43173.7,
Matthew Farmer,1,0,40182.51,
Matthew Ferguson,1,0,45072.12,
Matthew Figueroa,1,0,45980.28,
Matthew Fletcher,1,0,44623.15,
Matthew Flores,3,0,43663.85,
Matthew Flynn,1,0,7563.69,
Matthew Foster,1,0,28739.86,
Matthew Fox,1,0,31408.16,
Matthew Franklin,1,0,35835.3,
Matthew Frost,1,0,20077.28,
Matthew Fuentes,1,0,47823.24,
Matthew Fuller,1,0,16572.58,
Matthew Gamble,1,0,46003.58,
Matthew Garcia,2,0,22851.2,
Matthew Gardner,1,0,8447.5,
Matthew Gibson,2,0,13366.12,
Matthew Gibson DVM,1,0,44190.94,
Matthew Gilbert,2,0,13502.14,
Matthew Glover,1,0,18892.31,
Matthew Golden,2,0,39174.95,
Matthew Gomez,1,0,23589.65,
Matthew Gonzales,2,0,10733.42,
Matthew Gonzalez,2,0,26478.73,
Matthew Goodman,2,0,45310.63,
Matthew Gray,1,0,33161.94,
Matthew Greer,1,0,7780.14,
Matthew Griffin,1,0,18933.08,
Matthew Gutierrez,1,0,3603.68,
Matthew Guzman,2,0,20044.59,
Matthew Hall,1,0,43082.91,
Matthew Hanson,1,0,44621.59,
Matthew Harmon,2,0,10818.19,
Matthew Harris,7,0,34505.97,
Matthew Harrison,2,0,32568.65,
Matthew Hartman,1,0,33535.4,
Matthew Harvey,1,0,23783.91,
Matthew Hawkins,1,0,31089.04,
Matthew Hayes,1,0,24028.51,
Matthew Heath,2,0,21843.46,
Matthew Henderson,2,0,12669.06,
Matthew Hendricks,1,0,44396.42,
Matthew Henry,1,0,14625.54,
Matthew Hernandez,2,0,35460.39,
Matthew Hickman,1,0,1426.32,
Matthew Hicks,1,0,20710.11,
Matthew Hill,2,0,14712.4,
Matthew Hobbs,1,0,36075.96,
Matthew Hogan,1,0,15345.42,
Matthew Holland MD,2,0,39490.93,
Matthew Hopkins,1,0,9823.3,
Matthew Horton,1,0,22703.26,
Matthew Howard,2,0,18343.4,
Matthew Howe,1,0,30902.61,
Matthew Huerta,1,0,20844.21,
Matthew Humphrey,1,0,19379.86,
Matthew Hunter,1,0,16298.9,
Matthew Hutchinson,1,0,40061.95,
Matthew Jackson,2,0,27428.57,
Matthew Jennings,1,0,36547.41,
Matthew Jensen,1,0,15055.25,
Matthew Jimenez,4,0,26416.19,
Matthew Johnson,5,0,12801.92,
Matthew Jones,4,0,22820.09,
Matthew Kaiser,1,0,35046.7,
Matthew Kane,1,0,34638.39,
Matthew Kelley,1,0,29726.04,
Matthew Kelly,1,0,20426.93,
Matthew Kennedy,1,0,27855.7,
Matthew Kirby,1,0,20126.51,
Matthew Klein,1,0,25674.46,
Matthew Knox,1,0,11997.38,
Matthew Koch,1,0,34060.25,
Matthew Krueger,1,0,17898.05,
Matthew Lang,1,0,33248.48,
Matthew Leach,1,0,46320.14,
Matthew Lee,1,0,11005.38,
Matthew Leon,1,0,3250.42,
Matthew Lewis,2,0,28220.54,
Matthew Lindsey,2,0,37342.29,
Matthew Little,2,0,15976.15,
Matthew Liu,1,0,19176.71,
Matthew Logan,2,0,43180.9,
Matthew Long,1,0,13397.8,
Matthew Lopez,2,0,26502.02,
Matthew Lopez MD,2,0,39258.91,
Matthew Lozano,1,0,24944.88,
Matthew Lutz,1,0,23091.36,
Matthew Lynch,2,0,32399.67,
Matthew Madden,1,0,21471.79,
Matthew Mann,1,0,12652.09,
Matthew Manning,1,0,14440.57,
Matthew Marshall,2,0,26308.61,
Matthew Martin,3,0,38722.0,
Matthew Martinez,3,0,31558.18,
Matthew Mason,1,0,47707.81,
Matthew Matthews,1,0,10627.26,
Matthew Maxwell,1,0,9972.58,
Matthew Maynard,3,0,21464.91,
Matthew Mayo,1,0,16500.35,
Matthew Mccormick,1,0,18326.85,
Matthew Mccoy,2,0,30084.09,
Matthew Mcdonald,1,0,28792.17,
Matthew Mcguire,1,0,43643.89,
Matthew Mcmillan DDS,1,0,18537.91,
Matthew Medina,2,0,24788.29,
Matthew Mejia,2,0,41006.43,
Matthew Mendoza,1,0,24140.46,
Matthew Miller,6,0,23443.94,
Matthew Mills,2,0,10973.83,
Matthew Mitchell,2,0,32418.93,
Matthew Moore,2,0,19050.0,
Matthew Mora,1,0,25110.35,
Matthew Morales,3,0,15594.05,
Matthew Moreno,1,0,24303.85,
Matthew Morris,1,0,14897.24,
Matthew Mosley,1,0,49479.35,
Matthew Mueller,3,0,20529.93,
Matthew Mullins,1,0,19934.7,
Matthew Murphy,2,0,23195.89,
Matthew Murray,1,0,44919.77,
Matthew Myers,1,0,2248.82,
Matthew Nelson,5,0,24058.48,
Matthew Newman,1,0,28362.3,
Matthew Newton,1,0,44450.54,
Matthew Nguyen,3,0,28444.22,
Matthew Norman,2,0,41745.39,
Matthew Oconnor,1,0,46292.3,
Matthew Orozco,1,0,11823.9,
Matthew Ortega MD,1,0,45497.88,
Matthew Palmer,1,0,39969.67,
Matthew Parker,2,0,40880.17,
Matthew Pennington,1,0,37242.27,
Matthew Perez,3,0,39204.15,
Matthew Perkins,1,0,26161.12,
Matthew Pierce,1,0,7275.61,
Matthew Pittman,2,0,23383.07,
Matthew Potter,1,0,8529.16,
Matthew Price,1,0,21440.51,
Matthew Pruitt,1,0,6906.34,
Matthew Pugh,1,0,17983.74,
Matthew Ramirez,3,0,45971.63,
Matthew Ramos,1,0,32303.84,
Matthew Ray,1,0,23031.14,
Matthew Reed,2,0,10484.67,
Matthew Reid,1,0,12769.96,
Matthew Reyes,3,0,18399.2,
Matthew Reynolds MD,1,0,40774.95,
Matthew Rice,1,0,21016.32,
Matthew Richmond,2,0,45385.12,
Matthew Rios,4,0,26021.98,
Matthew Rivas,2,0,23002.64,
Matthew Rivera,2,0,7560.64,
Matthew Rivers,1,0,11185.09,
Matthew Roach,1,0,24927.53,
Matthew Robbins,3,0,45516.77,
Matthew Roberts,1,0,34369.78,
Matthew Robinson,1,0,29102.02,
Matthew Rodriguez,3,0,25081.64,
Matthew Rogers,1,0,46764.24,
Matthew Rojas,1,0,28586.73,
Matthew Roman,2,0,27082.45,
Matthew Romero,1,0,38988.8,
Matthew Rose,3,0,29630.83,
Matthew Roth,1,0,17089.61,
Matthew Roy,1,0,38465.57,
Matthew Ruiz,1,0,35801.7,
Matthew Russell,2,0,25326.29,
Matthew Ryan,2,0,22784.13,
Matthew Sampson,1,0,37876.71,
Matthew Sanchez,2,0,19968.39,
Matthew Sanford,1,0,8273.77,
Matthew Schmidt,1,0,27035.61,
Matthew Schultz,1,0,1598.3,
Matthew Scott,2,0,15138.78,
Matthew Sellers,4,0,18809.84,
Matthew Shaffer,2,0,21524.43,
Matthew Shannon,1,0,17380.23,
Matthew Sherman,3,0,17170.31,
Matthew Silva,1,0,12523.69,
Matthew Simpson,1,0,42956.9,
Matthew Smith,17,0,24790.3,
Matthew Snow,2,0,25530.64,
Matthew Snyder,4,0,34692.68,
Matthew Spencer,1,0,15291.29,
Matthew Steele,2,0,26515.42,
Matthew Stein,1,0,7776.34,
Matthew Stewart,3,0,45055.43,
Matthew Stokes,1,0,23163.18,
Matthew Sullivan,2,0,31363.37,
Matthew Sutton,2,0,5124.02,
Matthew Taylor,4,0,17009.3,
Matthew Thomas,3,0,28371.78,
Matthew Thompson,6,0,21108.83,
Matthew Torres,2,0,37289.69,
Matthew Townsend,2,0,21331.58,
Matthew Tran,1,0,21316.99,
Matthew Trujillo,3,0,26219.63,
Matthew Turner,3,0,19249.17,
Matthew Valdez,1,0,10073.41,
Matthew Valentine,1,0,19341.67,
Matthew Vincent,1,0,10913.04,
Matthew Wade,1,0,37121.99,
Matthew Walker,3,0,39143.14,
Matthew Wallace,1,0,31631.46,
Matthew Walsh,1,0,15053.65,
Matthew Walters,1,0,14421.3,
Matthew Ward,1,0,47919.36,
Matthew Warren,1,0,30063.94,
Matthew Waters,1,0,42693.29,
Matthew Watson,1,0,45223.59,
Matthew Webb,2,0,39283.01,
Matthew Wells,2,0,41829.82,
Matthew Werner,1,0,14002.46,
Matthew West,2,0,21570.62,
Matthew Whitaker,1,0,33122.55,
Matthew White,1,0,18738.88,
Matthew Williams,7,0,28999.92,
Matthew Willis,1,0,33504.49,
Matthew Wilson,4,0,22563.48,
Matthew Woodard,1,0,18566.58,
Matthew Yang,1,0,34624.5,
Matthew Yoder,2,0,18721.38,
Matthew Young,3,0,27116.3,
Maureen Barker,1,0,20560.98,
Maureen Carter,2,0,19206.12,
Maureen Cooley,1,0,23423.44,
Maureen Dickerson,1,0,30091.16,
